DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER
Wednesday,April,0.0,5.0,10.0,0.0,6.0,4.0,0.0,26.0,27.0
Thursday,April,0.0,4.0,4.0,0.0,7.0,8.0,0.0,33.0,44.0
Friday,April,0.0,6.0,5.0,0.0,4.0,8.0,0.0,37.0,29.0
Saturday,April,0.0,8.0,5.0,0.0,9.0,13.0,2.0,36.0,37.0
Sunday,April,0.0,2.0,3.0,0.0,9.0,11.0,1.0,39.0,28.0
Monday,April,0.0,4.0,10.0,0.0,9.0,7.0,1.0,28.0,35.0
Tuesday,April,1.0,4.0,5.0,0.0,5.0,11.0,0.0,31.0,35.0
Wednesday,April,0.0,5.0,10.0,0.0,7.0,9.0,0.0,28.0,44.0
Thursday,April,0.0,7.0,5.0,1.0,4.0,15.0,3.0,30.0,30.0
Friday,April,0.0,6.0,8.0,1.0,10.0,5.0,0.0,47.0,44.0
Saturday,April,0.0,10.0,5.0,0.0,7.0,13.0,3.0,40.0,29.0
Sunday,April,0.0,14.0,9.0,1.0,7.0,11.0,1.0,35.0,22.0
Monday,April,0.0,5.0,9.0,0.0,3.0,5.0,1.0,30.0,40.0
Tuesday,April,0.0,11.0,8.0,0.0,1.0,18.0,2.0,29.0,43.0
Wednesday,April,0.0,5.0,9.0,0.0,15.0,6.0,0.0,35.0,46.0
Thursday,April,0.0,5.0,5.0,1.0,6.0,12.0,1.0,29.0,43.0
Friday,April,0.0,11.0,8.0,0.0,6.0,9.0,1.0,45.0,43.0
Saturday,April,0.0,6.0,4.0,0.0,10.0,24.0,0.0,56.0,35.0
Sunday,April,0.0,10.0,6.0,1.0,8.0,8.0,1.0,32.0,54.0
Monday,April,0.0,5.0,8.0,1.0,5.0,4.0,1.0,30.0,28.0
Tuesday,April,0.0,9.0,7.0,0.0,3.0,12.0,1.0,18.0,34.0
Wednesday,April,0.0,5.0,9.0,0.0,5.0,10.0,0.0,22.0,37.0
Thursday,April,1.0,11.0,10.0,0.0,9.0,11.0,0.0,29.0,42.0
Friday,May,0.0,5.0,8.0,2.0,7.0,6.0,1.0,37.0,39.0
Saturday,May,0.0,11.0,2.0,0.0,7.0,5.0,3.0,39.0,46.0
Sunday,May,0.0,7.0,6.0,0.0,7.0,6.0,1.0,36.0,31.0
Monday,May,0.0,8.0,1.0,1.0,8.0,9.0,1.0,19.0,28.0
Tuesday,May,1.0,7.0,2.0,0.0,6.0,8.0,1.0,41.0,42.0
Wednesday,May,0.0,6.0,3.0,0.0,11.0,8.0,0.0,30.0,41.0
Thursday,May,0.0,5.0,5.0,0.0,5.0,4.0,3.0,29.0,40.0
Friday,May,0.0,5.0,8.0,1.0,9.0,7.0,3.0,42.0,34.0
Saturday,May,0.0,7.0,7.0,0.0,8.0,12.0,1.0,35.0,37.0
Sunday,May,0.0,10.0,3.0,1.0,6.0,9.0,2.0,39.0,26.0
Monday,May,0.0,5.0,3.0,0.0,4.0,7.0,0.0,29.0,37.0
Tuesday,May,0.0,5.0,7.0,0.0,4.0,8.0,1.0,35.0,42.0
Wednesday,May,0.0,8.0,6.0,2.0,9.0,12.0,1.0,20.0,36.0
Thursday,May,0.0,7.0,5.0,4.0,7.0,8.0,1.0,34.0,39.0
Friday,May,0.0,4.0,11.0,0.0,9.0,3.0,2.0,36.0,49.0
Saturday,May,0.0,12.0,7.0,0.0,11.0,10.0,1.0,26.0,39.0
Sunday,May,0.0,5.0,4.0,0.0,14.0,14.0,0.0,43.0,33.0
Monday,May,0.0,5.0,1.0,0.0,9.0,5.0,2.0,45.0,43.0
Tuesday,May,0.0,7.0,7.0,0.0,10.0,8.0,3.0,56.0,37.0
Wednesday,May,0.0,5.0,8.0,0.0,13.0,6.0,1.0,35.0,44.0
Thursday,May,0.0,2.0,10.0,0.0,10.0,10.0,1.0,42.0,33.0
Friday,May,0.0,3.0,17.0,1.0,7.0,13.0,1.0,54.0,53.0
Saturday,May,0.0,10.0,4.0,1.0,15.0,8.0,0.0,51.0,51.0
Sunday,May,0.0,14.0,2.0,1.0,7.0,21.0,2.0,41.0,42.0
Monday,May,0.0,9.0,6.0,1.0,9.0,11.0,2.0,39.0,43.0
Tuesday,May,0.0,8.0,13.0,0.0,5.0,11.0,0.0,31.0,41.0
Wednesday,May,0.0,6.0,5.0,1.0,12.0,13.0,0.0,31.0,38.0
Thursday,May,0.0,8.0,7.0,1.0,14.0,9.0,1.0,34.0,51.0
Friday,May,1.0,8.0,5.0,0.0,13.0,13.0,1.0,42.0,40.0
Saturday,May,0.0,7.0,5.0,0.0,11.0,15.0,1.0,43.0,26.0
Sunday,May,0.0,9.0,7.0,0.0,20.0,8.0,0.0,25.0,38.0
Monday,June,0.0,8.0,9.0,0.0,4.0,10.0,2.0,20.0,53.0
Tuesday,June,0.0,2.0,4.0,0.0,9.0,4.0,1.0,31.0,31.0
Wednesday,June,0.0,4.0,10.0,1.0,4.0,13.0,0.0,39.0,38.0
Thursday,June,0.0,4.0,7.0,0.0,6.0,7.0,0.0,28.0,35.0
Friday,June,0.0,4.0,4.0,0.0,5.0,11.0,3.0,60.0,47.0
Saturday,June,0.0,11.0,10.0,0.0,11.0,14.0,0.0,31.0,37.0
Sunday,June,0.0,9.0,3.0,1.0,4.0,12.0,0.0,40.0,34.0
Monday,June,0.0,6.0,9.0,1.0,4.0,6.0,0.0,31.0,49.0
Tuesday,June,0.0,9.0,7.0,0.0,11.0,5.0,0.0,26.0,37.0
Wednesday,June,0.0,8.0,10.0,0.0,8.0,13.0,1.0,31.0,42.0
Thursday,June,0.0,7.0,11.0,0.0,7.0,12.0,1.0,45.0,39.0
Friday,June,0.0,4.0,8.0,0.0,12.0,11.0,0.0,38.0,39.0
Saturday,June,0.0,6.0,6.0,2.0,17.0,17.0,0.0,35.0,51.0
Sunday,June,0.0,8.0,7.0,1.0,10.0,13.0,0.0,21.0,44.0
Monday,June,0.0,6.0,8.0,0.0,19.0,15.0,2.0,33.0,40.0
Tuesday,June,0.0,5.0,10.0,1.0,11.0,9.0,0.0,39.0,50.0
Wednesday,June,0.0,3.0,6.0,2.0,17.0,20.0,1.0,34.0,45.0
Thursday,June,0.0,4.0,6.0,2.0,6.0,7.0,1.0,34.0,52.0
Friday,June,0.0,8.0,10.0,1.0,16.0,9.0,2.0,52.0,65.0
Saturday,June,0.0,7.0,6.0,0.0,15.0,9.0,2.0,26.0,44.0
Sunday,June,0.0,11.0,6.0,1.0,9.0,9.0,0.0,36.0,36.0
Monday,June,0.0,7.0,12.0,0.0,7.0,11.0,2.0,41.0,46.0
Tuesday,June,0.0,5.0,5.0,1.0,7.0,10.0,0.0,31.0,53.0
Wednesday,June,0.0,4.0,6.0,0.0,11.0,10.0,1.0,37.0,52.0
Thursday,June,0.0,3.0,8.0,1.0,15.0,12.0,5.0,37.0,36.0
Friday,June,0.0,7.0,8.0,1.0,9.0,6.0,1.0,46.0,49.0
Saturday,June,0.0,7.0,7.0,0.0,10.0,10.0,2.0,33.0,36.0
Sunday,June,0.0,6.0,3.0,2.0,19.0,8.0,2.0,36.0,52.0
Monday,June,1.0,11.0,9.0,0.0,5.0,4.0,1.0,31.0,46.0
Tuesday,June,0.0,8.0,4.0,0.0,4.0,8.0,0.0,36.0,43.0
Wednesday,July,0.0,9.0,13.0,0.0,12.0,11.0,2.0,30.0,53.0
Thursday,July,1.0,10.0,9.0,0.0,11.0,9.0,0.0,34.0,45.0
Friday,July,0.0,7.0,6.0,0.0,16.0,10.0,1.0,31.0,50.0
Saturday,July,0.0,9.0,8.0,2.0,12.0,14.0,2.0,42.0,31.0
Sunday,July,0.0,10.0,3.0,2.0,9.0,12.0,0.0,30.0,34.0
Monday,July,0.0,6.0,8.0,0.0,8.0,10.0,1.0,27.0,46.0
Tuesday,July,0.0,8.0,7.0,0.0,7.0,15.0,0.0,31.0,44.0
Wednesday,July,0.0,6.0,7.0,1.0,9.0,10.0,1.0,36.0,36.0
Thursday,July,0.0,4.0,5.0,0.0,7.0,16.0,0.0,36.0,40.0
Friday,July,0.0,9.0,5.0,0.0,8.0,12.0,0.0,29.0,62.0
Saturday,July,0.0,5.0,6.0,0.0,12.0,11.0,0.0,40.0,54.0
Sunday,July,1.0,8.0,4.0,1.0,9.0,5.0,1.0,38.0,43.0
Monday,July,0.0,4.0,8.0,0.0,11.0,13.0,1.0,28.0,49.0
Tuesday,July,0.0,8.0,4.0,0.0,10.0,10.0,1.0,37.0,44.0
Wednesday,July,0.0,6.0,6.0,0.0,7.0,17.0,0.0,43.0,55.0
Thursday,July,0.0,8.0,9.0,0.0,8.0,8.0,0.0,42.0,45.0
Friday,July,0.0,9.0,10.0,1.0,6.0,4.0,0.0,36.0,46.0
Saturday,July,0.0,5.0,6.0,2.0,11.0,11.0,2.0,32.0,36.0
Sunday,July,0.0,5.0,3.0,0.0,8.0,9.0,1.0,41.0,38.0
Monday,July,0.0,12.0,13.0,0.0,4.0,10.0,1.0,27.0,36.0
Tuesday,July,0.0,12.0,8.0,0.0,5.0,14.0,1.0,30.0,43.0
Wednesday,July,0.0,9.0,7.0,1.0,16.0,16.0,1.0,37.0,48.0
Thursday,July,0.0,10.0,12.0,1.0,6.0,17.0,1.0,42.0,55.0
Friday,July,0.0,14.0,11.0,1.0,10.0,6.0,0.0,29.0,52.0
Saturday,July,1.0,7.0,6.0,0.0,9.0,18.0,1.0,48.0,43.0
Sunday,July,0.0,12.0,5.0,0.0,9.0,16.0,0.0,35.0,41.0
Monday,July,0.0,6.0,8.0,2.0,9.0,4.0,0.0,27.0,47.0
Tuesday,July,0.0,7.0,10.0,1.0,9.0,18.0,2.0,37.0,42.0
Wednesday,July,0.0,6.0,14.0,0.0,6.0,17.0,2.0,31.0,46.0
Thursday,July,0.0,7.0,4.0,1.0,7.0,5.0,0.0,30.0,40.0
Friday,July,0.0,6.0,6.0,0.0,16.0,9.0,1.0,40.0,53.0
Saturday,August,0.0,11.0,6.0,2.0,6.0,9.0,3.0,37.0,37.0
Sunday,August,0.0,5.0,6.0,1.0,9.0,12.0,3.0,30.0,41.0
Monday,August,0.0,4.0,9.0,0.0,9.0,9.0,0.0,37.0,39.0
Tuesday,August,0.0,13.0,8.0,1.0,9.0,11.0,1.0,32.0,62.0
Wednesday,August,0.0,5.0,8.0,0.0,11.0,7.0,2.0,32.0,55.0
Thursday,August,0.0,4.0,5.0,0.0,8.0,11.0,0.0,38.0,51.0
Friday,August,0.0,11.0,7.0,1.0,14.0,16.0,2.0,38.0,39.0
Saturday,August,0.0,14.0,6.0,1.0,11.0,7.0,1.0,33.0,45.0
Sunday,August,1.0,10.0,6.0,0.0,8.0,11.0,1.0,37.0,39.0
Monday,August,0.0,3.0,7.0,1.0,10.0,5.0,3.0,31.0,43.0
Tuesday,August,0.0,8.0,6.0,1.0,5.0,8.0,2.0,34.0,45.0
Wednesday,August,0.0,10.0,13.0,0.0,11.0,9.0,0.0,38.0,50.0
Thursday,August,0.0,8.0,4.0,0.0,6.0,13.0,1.0,32.0,54.0
Friday,August,0.0,6.0,8.0,0.0,9.0,12.0,1.0,27.0,41.0
Saturday,August,0.0,16.0,10.0,2.0,10.0,11.0,1.0,52.0,53.0
Sunday,August,0.0,8.0,6.0,0.0,8.0,10.0,3.0,34.0,50.0
Monday,August,0.0,5.0,7.0,0.0,12.0,14.0,1.0,36.0,37.0
Tuesday,August,0.0,4.0,5.0,3.0,8.0,4.0,0.0,27.0,45.0
Wednesday,August,0.0,4.0,9.0,1.0,7.0,11.0,0.0,37.0,42.0
Thursday,August,0.0,9.0,4.0,0.0,6.0,6.0,1.0,28.0,39.0
Friday,August,0.0,4.0,5.0,1.0,8.0,9.0,2.0,37.0,56.0
Saturday,August,0.0,5.0,6.0,3.0,7.0,10.0,1.0,43.0,44.0
Sunday,August,0.0,7.0,10.0,1.0,11.0,11.0,2.0,53.0,40.0
Monday,August,0.0,4.0,9.0,0.0,7.0,6.0,0.0,36.0,43.0
Tuesday,August,0.0,9.0,8.0,0.0,1.0,4.0,0.0,41.0,34.0
Wednesday,August,0.0,5.0,6.0,0.0,5.0,8.0,1.0,32.0,36.0
Thursday,August,0.0,7.0,11.0,0.0,7.0,11.0,2.0,34.0,41.0
Friday,August,0.0,9.0,8.0,2.0,19.0,8.0,3.0,35.0,54.0
Saturday,August,0.0,5.0,5.0,0.0,8.0,8.0,1.0,29.0,38.0
Sunday,August,0.0,8.0,5.0,0.0,14.0,17.0,2.0,33.0,46.0
Monday,August,0.0,2.0,11.0,0.0,8.0,8.0,0.0,32.0,37.0
Tuesday,September,0.0,4.0,9.0,0.0,6.0,11.0,2.0,21.0,49.0
Wednesday,September,0.0,7.0,7.0,0.0,8.0,9.0,0.0,27.0,50.0
Thursday,September,0.0,7.0,1.0,0.0,6.0,9.0,3.0,23.0,49.0
Friday,September,0.0,7.0,14.0,1.0,11.0,5.0,1.0,46.0,50.0
Saturday,September,0.0,10.0,3.0,1.0,8.0,16.0,2.0,44.0,37.0
Sunday,September,0.0,12.0,3.0,1.0,11.0,9.0,2.0,34.0,37.0
Monday,September,0.0,8.0,7.0,1.0,11.0,15.0,2.0,27.0,39.0
Tuesday,September,1.0,4.0,8.0,0.0,7.0,6.0,1.0,28.0,55.0
Wednesday,September,0.0,6.0,6.0,1.0,7.0,7.0,0.0,37.0,45.0
Thursday,September,0.0,4.0,10.0,0.0,9.0,7.0,1.0,39.0,39.0
Friday,September,0.0,6.0,12.0,0.0,10.0,8.0,0.0,23.0,53.0
Saturday,September,0.0,6.0,7.0,0.0,10.0,9.0,1.0,36.0,42.0
Sunday,September,0.0,9.0,2.0,0.0,8.0,12.0,2.0,13.0,31.0
Monday,September,0.0,4.0,10.0,0.0,9.0,7.0,1.0,13.0,42.0
Tuesday,September,0.0,6.0,10.0,0.0,13.0,9.0,2.0,23.0,45.0
Wednesday,September,0.0,7.0,19.0,1.0,6.0,15.0,1.0,37.0,33.0
Thursday,September,0.0,6.0,8.0,0.0,12.0,9.0,1.0,29.0,48.0
Friday,September,0.0,4.0,15.0,1.0,10.0,10.0,1.0,35.0,43.0
Saturday,September,0.0,4.0,13.0,3.0,8.0,4.0,0.0,47.0,53.0
Sunday,September,0.0,1.0,9.0,0.0,15.0,15.0,1.0,23.0,34.0
Monday,September,0.0,4.0,9.0,0.0,11.0,9.0,0.0,39.0,42.0
Tuesday,September,0.0,7.0,11.0,1.0,7.0,4.0,0.0,20.0,43.0
Wednesday,September,0.0,12.0,8.0,0.0,14.0,15.0,0.0,38.0,43.0
Thursday,September,0.0,11.0,9.0,0.0,7.0,7.0,1.0,29.0,52.0
Friday,September,0.0,5.0,9.0,0.0,5.0,13.0,0.0,45.0,54.0
Saturday,September,1.0,11.0,4.0,2.0,9.0,7.0,1.0,45.0,38.0
Sunday,September,0.0,9.0,7.0,0.0,7.0,8.0,1.0,22.0,40.0
Monday,September,0.0,9.0,4.0,1.0,9.0,8.0,1.0,23.0,50.0
Tuesday,September,0.0,8.0,10.0,0.0,7.0,6.0,0.0,24.0,37.0
Wednesday,September,0.0,7.0,9.0,0.0,3.0,7.0,1.0,24.0,42.0
Thursday,October,0.0,4.0,13.0,0.0,8.0,12.0,1.0,34.0,31.0
Friday,October,0.0,4.0,7.0,0.0,8.0,11.0,1.0,19.0,46.0
Saturday,October,0.0,3.0,5.0,0.0,7.0,6.0,0.0,33.0,27.0
Sunday,October,0.0,8.0,2.0,0.0,10.0,13.0,4.0,25.0,28.0
Monday,October,0.0,11.0,17.0,0.0,11.0,11.0,1.0,31.0,51.0
Tuesday,October,0.0,0.0,10.0,1.0,3.0,6.0,1.0,33.0,43.0
Wednesday,October,0.0,9.0,12.0,0.0,14.0,5.0,4.0,28.0,30.0
Thursday,October,0.0,9.0,7.0,0.0,8.0,9.0,0.0,37.0,49.0
Friday,October,0.0,3.0,11.0,0.0,10.0,11.0,0.0,36.0,51.0
Saturday,October,0.0,5.0,3.0,0.0,8.0,19.0,1.0,57.0,58.0
Sunday,October,0.0,7.0,4.0,0.0,11.0,11.0,1.0,30.0,41.0
Monday,October,0.0,2.0,8.0,0.0,5.0,9.0,0.0,39.0,38.0
Tuesday,October,0.0,3.0,9.0,1.0,5.0,9.0,2.0,31.0,54.0
Wednesday,October,0.0,13.0,9.0,0.0,5.0,14.0,0.0,39.0,30.0
Thursday,October,0.0,6.0,6.0,1.0,5.0,11.0,0.0,36.0,42.0
Friday,October,0.0,9.0,9.0,1.0,9.0,14.0,2.0,41.0,54.0
Saturday,October,0.0,13.0,9.0,0.0,11.0,21.0,0.0,31.0,34.0
Sunday,October,0.0,7.0,7.0,0.0,7.0,11.0,1.0,29.0,41.0
Monday,October,1.0,7.0,9.0,1.0,11.0,11.0,1.0,31.0,49.0
Tuesday,October,1.0,8.0,12.0,1.0,10.0,15.0,1.0,27.0,54.0
Wednesday,October,0.0,9.0,4.0,1.0,8.0,16.0,0.0,23.0,37.0
Thursday,October,0.0,3.0,5.0,2.0,10.0,10.0,1.0,33.0,45.0
Friday,October,0.0,6.0,10.0,1.0,8.0,8.0,1.0,36.0,57.0
Saturday,October,0.0,6.0,6.0,0.0,12.0,10.0,2.0,38.0,37.0
Sunday,October,0.0,10.0,8.0,0.0,10.0,10.0,1.0,31.0,43.0
Monday,October,0.0,3.0,16.0,0.0,6.0,12.0,0.0,21.0,38.0
Tuesday,October,0.0,7.0,12.0,0.0,7.0,13.0,4.0,25.0,44.0
Wednesday,October,0.0,5.0,9.0,1.0,5.0,9.0,1.0,34.0,40.0
Thursday,October,0.0,6.0,5.0,1.0,5.0,11.0,3.0,18.0,47.0
Friday,October,0.0,7.0,9.0,2.0,8.0,10.0,1.0,26.0,51.0
Saturday,October,1.0,8.0,8.0,2.0,10.0,15.0,2.0,25.0,45.0
Sunday,November,0.0,7.0,2.0,0.0,11.0,11.0,0.0,26.0,38.0
Monday,November,0.0,9.0,8.0,1.0,8.0,12.0,0.0,18.0,37.0
Tuesday,November,0.0,8.0,12.0,1.0,6.0,7.0,0.0,28.0,47.0
Wednesday,November,0.0,4.0,5.0,0.0,3.0,12.0,0.0,29.0,31.0
Thursday,November,0.0,4.0,7.0,0.0,6.0,7.0,1.0,19.0,47.0
Friday,November,0.0,4.0,14.0,1.0,12.0,7.0,0.0,37.0,52.0
Saturday,November,0.0,11.0,3.0,1.0,15.0,4.0,1.0,37.0,45.0
Sunday,November,0.0,7.0,2.0,0.0,8.0,9.0,1.0,22.0,27.0
Monday,November,0.0,1.0,14.0,0.0,12.0,16.0,2.0,26.0,40.0
Tuesday,November,0.0,7.0,12.0,0.0,8.0,9.0,0.0,22.0,52.0
Wednesday,November,0.0,7.0,4.0,1.0,4.0,13.0,1.0,28.0,42.0
Thursday,November,0.0,8.0,10.0,1.0,7.0,13.0,1.0,28.0,46.0
Friday,November,0.0,9.0,6.0,1.0,8.0,11.0,0.0,34.0,64.0
Saturday,November,0.0,3.0,8.0,0.0,8.0,5.0,2.0,35.0,35.0
Sunday,November,0.0,4.0,2.0,1.0,5.0,11.0,1.0,26.0,38.0
Monday,November,0.0,12.0,5.0,1.0,8.0,5.0,1.0,37.0,40.0
Tuesday,November,0.0,5.0,16.0,1.0,5.0,8.0,0.0,35.0,31.0
Wednesday,November,0.0,8.0,9.0,1.0,9.0,6.0,1.0,44.0,42.0
Thursday,November,0.0,8.0,4.0,1.0,1.0,6.0,0.0,23.0,39.0
Friday,November,0.0,8.0,16.0,0.0,12.0,10.0,1.0,46.0,50.0
Saturday,November,0.0,3.0,7.0,0.0,13.0,9.0,2.0,31.0,62.0
Sunday,November,0.0,6.0,10.0,0.0,10.0,7.0,2.0,26.0,34.0
Monday,November,0.0,9.0,13.0,1.0,2.0,10.0,0.0,20.0,33.0
Tuesday,November,0.0,5.0,6.0,0.0,6.0,13.0,2.0,35.0,50.0
Wednesday,November,0.0,7.0,8.0,0.0,11.0,7.0,0.0,37.0,47.0
Thursday,November,1.0,7.0,6.0,0.0,3.0,8.0,1.0,19.0,22.0
Friday,November,0.0,9.0,4.0,0.0,9.0,18.0,1.0,40.0,36.0
Saturday,November,0.0,5.0,3.0,0.0,6.0,10.0,0.0,39.0,48.0
Sunday,November,0.0,6.0,6.0,0.0,9.0,7.0,2.0,37.0,32.0
Monday,November,0.0,6.0,11.0,0.0,7.0,10.0,1.0,26.0,39.0
Tuesday,December,0.0,4.0,5.0,0.0,10.0,5.0,1.0,23.0,46.0
Wednesday,December,0.0,4.0,10.0,0.0,4.0,8.0,0.0,41.0,38.0
Thursday,December,0.0,3.0,4.0,0.0,2.0,11.0,0.0,26.0,38.0
Friday,December,0.0,5.0,8.0,1.0,12.0,11.0,0.0,32.0,62.0
Saturday,December,0.0,10.0,3.0,1.0,4.0,11.0,1.0,50.0,36.0
Sunday,December,1.0,5.0,3.0,0.0,4.0,7.0,0.0,29.0,30.0
Monday,December,0.0,10.0,3.0,0.0,2.0,14.0,1.0,36.0,50.0
Tuesday,December,0.0,8.0,7.0,0.0,7.0,8.0,3.0,36.0,43.0
Wednesday,December,0.0,7.0,6.0,1.0,9.0,6.0,1.0,40.0,45.0
Thursday,December,0.0,4.0,10.0,1.0,11.0,15.0,0.0,25.0,58.0
Friday,December,0.0,1.0,9.0,0.0,11.0,15.0,3.0,26.0,59.0
Saturday,December,0.0,7.0,11.0,0.0,10.0,16.0,0.0,31.0,43.0
Sunday,December,0.0,10.0,6.0,0.0,4.0,12.0,1.0,38.0,32.0
Monday,December,0.0,10.0,1.0,0.0,13.0,9.0,1.0,29.0,36.0
Tuesday,December,0.0,12.0,15.0,1.0,1.0,13.0,0.0,32.0,47.0
Wednesday,December,0.0,10.0,14.0,1.0,7.0,8.0,0.0,30.0,48.0
Thursday,December,0.0,4.0,10.0,0.0,7.0,7.0,0.0,44.0,42.0
Friday,December,0.0,7.0,6.0,0.0,8.0,10.0,1.0,48.0,41.0
Saturday,December,0.0,7.0,8.0,0.0,7.0,6.0,3.0,37.0,38.0
Sunday,December,0.0,5.0,3.0,1.0,6.0,10.0,1.0,44.0,25.0
Monday,December,0.0,9.0,3.0,1.0,6.0,15.0,0.0,37.0,48.0
Tuesday,December,0.0,10.0,7.0,0.0,12.0,18.0,0.0,46.0,55.0
Wednesday,December,0.0,4.0,9.0,0.0,8.0,7.0,2.0,45.0,51.0
Thursday,December,0.0,14.0,13.0,0.0,8.0,20.0,0.0,31.0,42.0
Friday,December,0.0,5.0,3.0,0.0,2.0,2.0,0.0,22.0,13.0
Saturday,December,0.0,12.0,8.0,0.0,5.0,9.0,0.0,38.0,28.0
Sunday,December,0.0,6.0,10.0,0.0,2.0,9.0,3.0,38.0,33.0
Monday,December,0.0,7.0,5.0,2.0,7.0,8.0,0.0,38.0,32.0
Tuesday,December,0.0,9.0,4.0,0.0,4.0,4.0,0.0,33.0,29.0
Wednesday,December,0.0,7.0,15.0,0.0,3.0,14.0,0.0,29.0,34.0
Thursday,December,1.0,4.0,14.0,0.0,6.0,9.0,1.0,38.0,35.0
Friday,January,0.0,8.0,4.0,0.0,6.0,15.0,6.0,35.0,29.0
Saturday,January,0.0,6.0,4.0,0.0,5.0,11.0,2.0,30.0,35.0
Sunday,January,0.0,9.0,4.0,0.0,7.0,7.0,2.0,39.0,33.0
Monday,January,0.0,5.0,9.0,0.0,4.0,10.0,2.0,22.0,25.0
Tuesday,January,0.0,1.0,1.0,1.0,9.0,11.0,1.0,31.0,37.0
Wednesday,January,1.0,4.0,5.0,0.0,8.0,10.0,0.0,23.0,37.0
Thursday,January,0.0,5.0,4.0,0.0,7.0,11.0,0.0,23.0,28.0
Friday,January,0.0,8.0,8.0,2.0,4.0,10.0,0.0,39.0,49.0
Saturday,January,0.0,6.0,4.0,0.0,4.0,9.0,0.0,36.0,30.0
Sunday,January,0.0,3.0,6.0,1.0,6.0,9.0,1.0,21.0,37.0
Monday,January,0.0,8.0,4.0,0.0,4.0,13.0,0.0,23.0,55.0
Tuesday,January,0.0,5.0,5.0,0.0,13.0,14.0,1.0,26.0,30.0
Wednesday,January,0.0,7.0,6.0,0.0,8.0,13.0,1.0,22.0,35.0
Thursday,January,0.0,3.0,2.0,0.0,8.0,16.0,0.0,21.0,42.0
Friday,January,0.0,7.0,10.0,0.0,9.0,8.0,1.0,47.0,37.0
Saturday,January,0.0,7.0,4.0,0.0,8.0,7.0,2.0,41.0,40.0
Sunday,January,0.0,9.0,4.0,0.0,4.0,15.0,0.0,24.0,25.0
Monday,January,0.0,5.0,3.0,0.0,8.0,5.0,1.0,14.0,32.0
Tuesday,January,0.0,7.0,7.0,0.0,5.0,10.0,0.0,26.0,34.0
Wednesday,January,0.0,4.0,4.0,1.0,4.0,9.0,0.0,13.0,36.0
Thursday,January,0.0,4.0,7.0,1.0,6.0,7.0,1.0,36.0,33.0
Friday,January,0.0,7.0,7.0,1.0,8.0,4.0,1.0,12.0,23.0
Saturday,January,0.0,5.0,2.0,1.0,6.0,2.0,0.0,3.0,9.0
Sunday,January,0.0,8.0,5.0,0.0,2.0,4.0,1.0,4.0,14.0
Monday,January,0.0,8.0,0.0,0.0,0.0,7.0,2.0,4.0,15.0
Tuesday,January,0.0,6.0,2.0,0.0,2.0,14.0,1.0,9.0,28.0
Wednesday,January,0.0,5.0,3.0,1.0,4.0,10.0,2.0,16.0,32.0
Thursday,January,0.0,5.0,10.0,0.0,3.0,8.0,0.0,23.0,29.0
Friday,January,0.0,7.0,9.0,0.0,8.0,3.0,0.0,33.0,32.0
Saturday,January,0.0,4.0,6.0,0.0,4.0,13.0,2.0,41.0,24.0
Sunday,January,0.0,6.0,3.0,1.0,7.0,15.0,1.0,23.0,21.0
Monday,February,0.0,6.0,2.0,0.0,6.0,10.0,1.0,19.0,42.0
Tuesday,February,0.0,6.0,10.0,0.0,6.0,13.0,1.0,19.0,34.0
Wednesday,February,0.0,5.0,2.0,0.0,8.0,5.0,3.0,31.0,24.0
Thursday,February,0.0,1.0,7.0,0.0,3.0,6.0,0.0,23.0,29.0
Friday,February,0.0,7.0,7.0,0.0,4.0,6.0,1.0,34.0,39.0
Saturday,February,0.0,9.0,2.0,0.0,7.0,11.0,1.0,36.0,27.0
Sunday,February,0.0,2.0,1.0,0.0,10.0,4.0,1.0,23.0,18.0
Monday,February,0.0,6.0,3.0,0.0,9.0,7.0,1.0,39.0,37.0
Tuesday,February,0.0,4.0,2.0,1.0,6.0,9.0,2.0,24.0,29.0
Wednesday,February,0.0,6.0,2.0,1.0,3.0,7.0,0.0,35.0,30.0
Thursday,February,0.0,4.0,7.0,0.0,4.0,3.0,1.0,18.0,31.0
Friday,February,0.0,5.0,3.0,0.0,7.0,6.0,1.0,26.0,30.0
Saturday,February,0.0,2.0,3.0,0.0,5.0,6.0,1.0,14.0,20.0
Sunday,February,0.0,3.0,1.0,0.0,7.0,8.0,1.0,16.0,25.0
Monday,February,0.0,5.0,2.0,0.0,3.0,6.0,2.0,20.0,19.0
Tuesday,February,0.0,5.0,4.0,0.0,1.0,9.0,0.0,21.0,32.0
Wednesday,February,0.0,7.0,5.0,0.0,6.0,4.0,0.0,37.0,35.0
Thursday,February,1.0,7.0,8.0,2.0,5.0,16.0,0.0,23.0,29.0
Friday,February,0.0,6.0,3.0,2.0,3.0,4.0,0.0,26.0,41.0
Saturday,February,0.0,5.0,4.0,0.0,3.0,13.0,0.0,35.0,34.0
Sunday,February,0.0,6.0,5.0,0.0,5.0,13.0,2.0,27.0,29.0
Monday,February,0.0,4.0,3.0,1.0,7.0,8.0,0.0,29.0,42.0
Tuesday,February,0.0,8.0,6.0,0.0,4.0,10.0,0.0,39.0,23.0
Wednesday,February,0.0,2.0,6.0,1.0,6.0,11.0,0.0,37.0,28.0
