date,DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
2011-04-17,Sunday,April,0.0,8.0,8.0,1.0,5.0,10.0,1.0,23.0,32.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-18,Monday,April,0.0,5.0,11.0,1.0,3.0,11.0,0.0,20.0,25.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-19,Tuesday,April,0.0,6.0,16.0,0.0,5.0,9.0,1.0,15.0,26.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-20,Wednesday,April,0.0,4.0,7.0,0.0,9.0,9.0,0.0,25.0,36.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-21,Thursday,April,0.0,7.0,12.0,0.0,6.0,10.0,0.0,12.0,34.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-22,Friday,April,0.0,8.0,9.0,0.0,10.0,11.0,1.0,13.0,29.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-23,Saturday,April,1.0,5.0,14.0,0.0,9.0,11.0,1.0,26.0,24.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-24,Sunday,April,0.0,12.0,9.0,1.0,12.0,11.0,0.0,22.0,29.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-25,Monday,April,0.0,4.0,14.0,0.0,5.0,14.0,2.0,20.0,23.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-26,Tuesday,April,0.0,9.0,13.0,1.0,7.0,6.0,3.0,20.0,32.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-27,Wednesday,April,0.0,7.0,16.0,0.0,12.0,11.0,0.0,23.0,31.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-28,Thursday,April,0.0,5.0,12.0,0.0,8.0,10.0,0.0,15.0,28.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-29,Friday,April,0.0,6.0,6.0,0.0,6.0,14.0,0.0,32.0,26.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-30,Saturday,April,2.0,6.0,3.0,0.0,9.0,14.0,1.0,26.0,38.0,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-05-01,Sunday,May,0.0,8.0,7.0,0.0,13.0,9.0,2.0,34.0,22.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-02,Monday,May,0.0,6.0,13.0,0.0,12.0,12.0,1.0,23.0,28.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-03,Tuesday,May,1.0,10.0,10.0,1.0,4.0,8.0,0.0,5.0,30.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-04,Wednesday,May,0.0,9.0,9.0,0.0,7.0,9.0,0.0,13.0,29.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-05,Thursday,May,0.0,3.0,8.0,0.0,9.0,10.0,0.0,11.0,30.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-06,Friday,May,0.0,6.0,6.0,0.0,12.0,6.0,0.0,23.0,23.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-07,Saturday,May,0.0,7.0,12.0,0.0,10.0,11.0,2.0,29.0,28.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-08,Sunday,May,0.0,5.0,8.0,1.0,7.0,17.0,0.0,26.0,18.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-09,Monday,May,0.0,5.0,6.0,0.0,5.0,8.0,0.0,22.0,33.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-10,Tuesday,May,1.0,6.0,18.0,0.0,13.0,6.0,0.0,19.0,26.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-11,Wednesday,May,0.0,8.0,10.0,1.0,11.0,5.0,2.0,15.0,41.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-12,Thursday,May,0.0,6.0,10.0,0.0,13.0,10.0,2.0,15.0,32.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-13,Friday,May,0.0,11.0,22.0,1.0,5.0,8.0,0.0,36.0,25.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-14,Saturday,May,0.0,7.0,11.0,1.0,8.0,11.0,0.0,34.0,24.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-15,Sunday,May,0.0,1.0,7.0,0.0,5.0,4.0,1.0,27.0,26.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-16,Monday,May,0.0,6.0,11.0,0.0,6.0,9.0,1.0,22.0,39.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-17,Tuesday,May,0.0,7.0,13.0,1.0,9.0,20.0,0.0,15.0,26.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-18,Wednesday,May,0.0,7.0,12.0,0.0,6.0,12.0,0.0,18.0,34.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-19,Thursday,May,0.0,5.0,15.0,1.0,4.0,4.0,0.0,18.0,37.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-20,Friday,May,0.0,12.0,15.0,0.0,7.0,14.0,1.0,20.0,36.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-21,Saturday,May,0.0,6.0,12.0,0.0,7.0,7.0,0.0,31.0,23.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-22,Sunday,May,0.0,7.0,11.0,0.0,9.0,11.0,2.0,24.0,24.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-23,Monday,May,0.0,9.0,10.0,0.0,10.0,12.0,0.0,21.0,30.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-24,Tuesday,May,0.0,5.0,13.0,1.0,10.0,16.0,1.0,28.0,26.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-25,Wednesday,May,0.0,5.0,15.0,0.0,12.0,10.0,1.0,16.0,38.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-26,Thursday,May,0.0,8.0,16.0,1.0,5.0,14.0,0.0,24.0,35.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-27,Friday,May,0.0,4.0,17.0,0.0,6.0,10.0,1.0,27.0,51.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-28,Saturday,May,1.0,10.0,15.0,0.0,8.0,19.0,0.0,35.0,30.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-29,Sunday,May,0.0,11.0,12.0,1.0,10.0,14.0,0.0,32.0,25.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-30,Monday,May,0.0,3.0,9.0,1.0,6.0,12.0,0.0,18.0,22.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-31,Tuesday,May,0.0,7.0,14.0,1.0,7.0,16.0,1.0,23.0,35.0,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-06-01,Wednesday,June,0.0,3.0,8.0,0.0,6.0,8.0,1.0,16.0,36.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-02,Thursday,June,0.0,5.0,7.0,1.0,8.0,16.0,1.0,29.0,27.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-03,Friday,June,1.0,5.0,13.0,1.0,9.0,11.0,1.0,26.0,29.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-04,Saturday,June,0.0,8.0,7.0,0.0,10.0,16.0,0.0,31.0,26.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-05,Sunday,June,0.0,6.0,3.0,0.0,14.0,12.0,1.0,31.0,16.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-06,Monday,June,0.0,6.0,14.0,0.0,10.0,11.0,0.0,26.0,27.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-07,Tuesday,June,0.0,3.0,7.0,0.0,11.0,5.0,1.0,17.0,34.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-08,Wednesday,June,0.0,7.0,10.0,0.0,5.0,7.0,0.0,40.0,31.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-09,Thursday,June,0.0,4.0,13.0,0.0,11.0,10.0,1.0,23.0,36.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-10,Friday,June,0.0,8.0,16.0,0.0,12.0,9.0,0.0,17.0,36.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-11,Saturday,June,1.0,10.0,10.0,0.0,6.0,12.0,0.0,33.0,33.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-12,Sunday,June,0.0,8.0,11.0,0.0,8.0,11.0,1.0,22.0,32.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-13,Monday,June,0.0,1.0,8.0,0.0,10.0,9.0,0.0,17.0,23.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-14,Tuesday,June,1.0,4.0,13.0,0.0,11.0,8.0,0.0,27.0,24.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-15,Wednesday,June,0.0,10.0,11.0,1.0,3.0,8.0,1.0,25.0,33.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-16,Thursday,June,0.0,7.0,18.0,0.0,8.0,11.0,0.0,20.0,31.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-17,Friday,June,0.0,4.0,16.0,1.0,13.0,8.0,1.0,28.0,49.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-18,Saturday,June,0.0,7.0,15.0,1.0,10.0,18.0,0.0,28.0,30.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-19,Sunday,June,0.0,9.0,15.0,1.0,11.0,15.0,1.0,18.0,50.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-20,Monday,June,0.0,5.0,9.0,0.0,12.0,11.0,0.0,24.0,32.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-21,Tuesday,June,0.0,6.0,14.0,0.0,10.0,15.0,1.0,25.0,40.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-22,Wednesday,June,0.0,5.0,21.0,0.0,7.0,7.0,0.0,17.0,33.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-23,Thursday,June,0.0,6.0,13.0,0.0,10.0,4.0,0.0,22.0,46.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-24,Friday,June,0.0,10.0,20.0,0.0,13.0,14.0,0.0,30.0,33.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-25,Saturday,June,0.0,15.0,9.0,2.0,8.0,17.0,0.0,23.0,27.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-26,Sunday,June,0.0,7.0,9.0,0.0,10.0,18.0,1.0,32.0,26.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-27,Monday,June,0.0,4.0,12.0,0.0,11.0,13.0,2.0,32.0,31.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-28,Tuesday,June,1.0,12.0,16.0,1.0,9.0,10.0,0.0,22.0,36.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-29,Wednesday,June,0.0,5.0,13.0,0.0,11.0,8.0,1.0,26.0,32.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-30,Thursday,June,0.0,9.0,13.0,0.0,15.0,4.0,1.0,19.0,42.0,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-07-01,Friday,July,0.0,6.0,10.0,0.0,13.0,13.0,0.0,15.0,35.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-02,Saturday,July,0.0,11.0,8.0,1.0,11.0,11.0,0.0,28.0,25.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-03,Sunday,July,0.0,9.0,14.0,0.0,10.0,15.0,1.0,23.0,33.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-04,Monday,July,0.0,11.0,3.0,0.0,10.0,13.0,2.0,19.0,30.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-05,Tuesday,July,1.0,7.0,10.0,1.0,7.0,16.0,2.0,16.0,38.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-06,Wednesday,July,0.0,3.0,11.0,0.0,9.0,8.0,0.0,19.0,27.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-07,Thursday,July,0.0,6.0,13.0,1.0,7.0,17.0,0.0,22.0,25.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-08,Friday,July,0.0,7.0,10.0,0.0,11.0,12.0,1.0,23.0,45.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-09,Saturday,July,0.0,4.0,10.0,2.0,13.0,14.0,1.0,27.0,33.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-10,Sunday,July,0.0,10.0,11.0,0.0,12.0,15.0,0.0,18.0,31.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-11,Monday,July,0.0,8.0,9.0,0.0,13.0,9.0,0.0,24.0,33.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-12,Tuesday,July,1.0,7.0,12.0,0.0,12.0,11.0,0.0,18.0,32.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-13,Wednesday,July,0.0,7.0,18.0,0.0,9.0,16.0,1.0,21.0,34.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-14,Thursday,July,0.0,9.0,20.0,0.0,16.0,13.0,0.0,16.0,22.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-15,Friday,July,0.0,5.0,16.0,0.0,9.0,15.0,1.0,16.0,36.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-16,Saturday,July,0.0,10.0,6.0,0.0,16.0,7.0,0.0,31.0,43.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-17,Sunday,July,0.0,10.0,6.0,1.0,7.0,10.0,1.0,39.0,29.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-18,Monday,July,0.0,7.0,17.0,0.0,13.0,6.0,0.0,24.0,45.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-19,Tuesday,July,0.0,5.0,11.0,1.0,12.0,8.0,0.0,23.0,37.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-20,Wednesday,July,0.0,4.0,9.0,1.0,8.0,12.0,0.0,15.0,37.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-21,Thursday,July,0.0,8.0,10.0,0.0,11.0,9.0,1.0,13.0,21.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-22,Friday,July,0.0,15.0,3.0,0.0,16.0,9.0,0.0,31.0,37.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-23,Saturday,July,0.0,12.0,8.0,0.0,15.0,14.0,1.0,25.0,37.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-24,Sunday,July,0.0,8.0,6.0,0.0,9.0,13.0,3.0,38.0,27.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-25,Monday,July,0.0,6.0,10.0,0.0,11.0,11.0,0.0,21.0,25.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-26,Tuesday,July,0.0,7.0,14.0,0.0,11.0,8.0,0.0,25.0,32.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-27,Wednesday,July,0.0,11.0,9.0,0.0,16.0,9.0,1.0,23.0,44.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-28,Thursday,July,1.0,10.0,13.0,0.0,6.0,9.0,3.0,25.0,35.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-29,Friday,July,0.0,3.0,10.0,0.0,15.0,4.0,0.0,17.0,38.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-30,Saturday,July,0.0,12.0,10.0,0.0,13.0,8.0,0.0,28.0,34.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-31,Sunday,July,0.0,6.0,8.0,0.0,18.0,20.0,1.0,28.0,22.0,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-08-01,Monday,August,0.0,5.0,10.0,0.0,10.0,16.0,1.0,20.0,50.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-02,Tuesday,August,0.0,8.0,7.0,0.0,9.0,12.0,0.0,22.0,30.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-03,Wednesday,August,0.0,4.0,12.0,1.0,14.0,6.0,1.0,29.0,31.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-04,Thursday,August,0.0,9.0,15.0,0.0,10.0,7.0,0.0,20.0,39.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-05,Friday,August,0.0,6.0,8.0,1.0,9.0,8.0,0.0,25.0,35.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-06,Saturday,August,0.0,5.0,8.0,1.0,7.0,9.0,0.0,34.0,32.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-07,Sunday,August,0.0,4.0,10.0,0.0,15.0,8.0,1.0,28.0,18.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-08,Monday,August,0.0,7.0,13.0,1.0,11.0,6.0,0.0,33.0,37.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-09,Tuesday,August,1.0,10.0,17.0,1.0,16.0,10.0,0.0,28.0,35.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-10,Wednesday,August,0.0,3.0,10.0,0.0,11.0,15.0,0.0,25.0,31.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-11,Thursday,August,0.0,3.0,13.0,0.0,12.0,9.0,0.0,14.0,40.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-12,Friday,August,1.0,8.0,11.0,1.0,16.0,15.0,1.0,13.0,38.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-13,Saturday,August,0.0,5.0,10.0,1.0,12.0,17.0,4.0,27.0,29.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-14,Sunday,August,0.0,8.0,7.0,0.0,18.0,5.0,2.0,26.0,28.0,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
