Date,Holiday,Public,labor force,employment,unemployment,unemployment rate,Area,DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,TOTAL,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
2013-10-10,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,October,1.0,8.0,10.0,1.0,4.0,5.0,1.0,28.0,25.0,83.0,33.5,0.0,0.0,16.7,12.8,13.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-11,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,October,0.0,3.0,12.0,0.0,8.0,11.0,1.0,31.0,39.0,105.0,31.2,0.0,0.0,17.2,12.8,17.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-12,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,October,0.0,10.0,11.0,0.0,11.0,12.0,0.0,29.0,32.0,105.0,60.2,0.0,0.0,20.0,17.2,18.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-13,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,October,0.0,4.0,9.0,0.0,13.0,17.0,1.0,41.0,39.0,124.0,4.3,0.0,0.0,23.3,18.9,18.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-14,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,October,0.0,7.0,6.0,0.0,7.0,11.0,0.0,33.0,31.0,95.0,0.3,0.0,0.0,21.7,16.7,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-15,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,October,0.0,11.0,8.0,0.0,4.0,12.0,0.0,35.0,47.0,117.0,0.0,0.0,0.0,23.3,10.6,12.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-16,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,October,0.0,6.0,17.0,1.0,7.0,12.0,2.0,34.0,38.0,117.0,0.0,0.0,0.0,22.8,12.2,16.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-17,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,October,0.0,9.0,16.0,0.0,10.0,11.0,0.0,34.0,41.0,121.0,0.0,0.0,0.0,22.8,16.1,18.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-18,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,October,0.0,9.0,19.0,0.0,10.0,15.0,1.0,26.0,35.0,115.0,0.5,0.0,0.0,25.6,11.1,12.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-19,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,October,0.0,8.0,6.0,0.0,15.0,23.0,2.0,38.0,36.0,128.0,0.0,0.0,0.0,19.4,8.3,10.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-20,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,October,0.0,4.0,6.0,0.0,9.0,10.0,2.0,25.0,24.0,80.0,0.0,0.0,0.0,19.4,7.8,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-21,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,October,0.0,3.0,9.0,0.0,8.0,10.0,0.0,34.0,41.0,105.0,0.0,0.0,0.0,17.8,4.4,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-22,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,October,0.0,2.0,17.0,0.0,3.0,10.0,2.0,25.0,40.0,99.0,0.0,0.0,0.0,20.0,5.0,11.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-23,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,October,0.0,4.0,7.0,0.0,5.0,13.0,0.0,23.0,40.0,92.0,1.5,0.0,0.0,18.9,6.7,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-24,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,October,1.0,0.0,15.0,0.0,9.0,11.0,0.0,28.0,43.0,107.0,0.0,0.0,0.0,15.0,5.6,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-25,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,October,0.0,1.0,11.0,0.0,7.0,22.0,2.0,38.0,43.0,124.0,0.0,0.0,0.0,11.1,2.8,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-26,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,October,0.0,12.0,6.0,2.0,14.0,6.0,0.0,34.0,40.0,114.0,0.0,0.0,0.0,13.3,0.0,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-27,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,October,0.0,7.0,7.0,0.0,5.0,7.0,4.0,40.0,25.0,95.0,0.0,0.0,0.0,13.3,2.8,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-28,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,October,0.0,11.0,9.0,1.0,11.0,13.0,2.0,26.0,42.0,115.0,0.0,0.0,0.0,16.1,3.3,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-29,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,October,0.0,8.0,7.0,0.0,2.0,12.0,1.0,24.0,49.0,103.0,0.0,0.0,0.0,18.9,3.9,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-30,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,October,0.0,4.0,14.0,0.0,6.0,10.0,2.0,29.0,36.0,101.0,0.8,0.0,0.0,17.8,4.4,11.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013-10-31,,True,3258212,3070108,188104,5.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,October,0.0,7.0,11.0,0.0,1.0,13.0,3.0,34.0,44.0,113.0,0.3,0.0,0.0,18.9,11.1,13.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-11-01,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,November,0.0,12.0,18.0,1.0,8.0,13.0,2.0,24.0,39.0,117.0,0.5,0.0,0.0,22.2,13.3,21.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-02,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,November,0.0,5.0,8.0,0.0,3.0,8.0,2.0,28.0,30.0,84.0,4.3,0.0,0.0,23.9,11.1,11.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-03,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,November,0.0,11.0,2.0,1.0,4.0,14.0,1.0,16.0,26.0,75.0,0.0,0.0,0.0,22.2,7.2,10.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-04,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,November,0.0,2.0,12.0,0.0,6.0,11.0,1.0,27.0,34.0,93.0,0.0,0.0,0.0,14.4,0.6,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-05,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,November,0.0,4.0,10.0,1.0,5.0,8.0,1.0,35.0,34.0,98.0,0.0,0.0,0.0,8.3,2.2,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-06,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,November,0.0,3.0,10.0,0.0,6.0,12.0,0.0,25.0,35.0,91.0,0.0,0.0,0.0,15.0,5.6,12.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-07,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,November,0.0,3.0,16.0,0.0,6.0,13.0,1.0,24.0,38.0,101.0,0.0,0.0,0.0,20.6,12.2,14.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-08,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,November,0.0,7.0,16.0,1.0,4.0,9.0,0.0,33.0,35.0,105.0,0.0,0.0,0.0,17.8,2.2,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-09,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,November,0.0,7.0,13.0,0.0,3.0,14.0,2.0,31.0,31.0,101.0,0.0,0.0,0.0,10.6,-1.1,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-10,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,November,0.0,9.0,8.0,0.0,6.0,13.0,2.0,30.0,30.0,98.0,0.0,0.0,0.0,12.8,3.3,11.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-11,Veterans Day,False,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,November,0.0,4.0,7.0,0.0,7.0,12.0,1.0,41.0,42.0,114.0,0.0,0.0,0.0,17.8,1.7,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-12,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,November,0.0,6.0,12.0,0.0,6.0,20.0,0.0,36.0,26.0,106.0,0.0,0.0,0.0,16.1,1.7,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-13,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,November,0.0,2.0,12.0,0.0,7.0,5.0,1.0,20.0,31.0,78.0,0.0,0.0,0.0,6.1,-0.6,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-14,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,November,0.0,8.0,11.0,0.0,2.0,8.0,2.0,29.0,33.0,93.0,0.0,0.0,0.0,6.1,-2.8,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-15,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,November,0.0,6.0,10.0,1.0,14.0,8.0,0.0,35.0,42.0,116.0,0.0,0.0,0.0,13.3,-1.7,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-16,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,November,0.0,5.0,5.0,0.0,7.0,23.0,1.0,54.0,37.0,132.0,10.7,0.0,0.0,15.6,2.8,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-17,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,November,0.0,6.0,8.0,0.0,5.0,14.0,0.0,35.0,40.0,108.0,0.3,0.0,0.0,13.3,8.9,11.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-18,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,November,0.0,7.0,17.0,1.0,4.0,10.0,0.0,27.0,19.0,85.0,4.3,0.0,0.0,19.4,11.7,14.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-19,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,November,0.0,7.0,13.0,0.0,6.0,13.0,0.0,37.0,40.0,116.0,0.0,0.0,0.0,22.8,6.7,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-20,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,November,0.0,8.0,9.0,0.0,6.0,16.0,0.0,34.0,40.0,113.0,0.0,0.0,0.0,9.4,1.1,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-21,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,November,0.0,4.0,8.0,1.0,5.0,11.0,0.0,39.0,37.0,105.0,0.0,0.0,0.0,8.3,-1.1,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-22,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,November,0.0,4.0,15.0,1.0,7.0,8.0,0.0,56.0,48.0,139.0,0.0,0.0,0.0,11.1,2.2,9.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-23,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,November,0.0,10.0,9.0,0.0,9.0,10.0,1.0,47.0,16.0,102.0,0.0,0.0,0.0,16.7,5.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-24,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,November,0.0,2.0,6.0,1.0,9.0,6.0,0.0,25.0,28.0,77.0,0.0,0.0,0.0,10.0,-3.9,-3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-25,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,November,0.0,3.0,9.0,0.0,5.0,11.0,3.0,21.0,28.0,80.0,0.0,0.0,0.0,0.6,-5.0,-3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-26,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,November,0.0,4.0,16.0,0.0,6.0,6.0,3.0,45.0,26.0,106.0,0.0,0.0,0.0,3.3,-3.9,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-27,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,November,0.0,11.0,8.0,0.0,2.0,6.0,1.0,33.0,28.0,89.0,52.6,0.0,0.0,8.3,0.6,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-28,Thanksgiving,False,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,November,0.0,7.0,14.0,1.0,5.0,6.0,1.0,26.0,14.0,74.0,3.3,0.0,0.0,6.1,-1.7,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-29,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,November,0.0,5.0,8.0,0.0,7.0,15.0,0.0,23.0,29.0,87.0,0.0,0.0,0.0,4.4,-4.4,-2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-11-30,,True,3251512,3082545,168967,5.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,November,0.0,5.0,13.0,0.0,6.0,5.0,0.0,23.0,32.0,84.0,0.0,0.0,0.0,5.6,-5.0,-3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013-12-01,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,December,0.0,9.0,4.0,0.0,6.0,14.0,2.0,21.0,24.0,80.0,0.0,0.0,0.0,3.3,-4.4,-0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-02,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,December,0.0,12.0,11.0,1.0,6.0,7.0,1.0,24.0,37.0,99.0,0.0,0.0,0.0,3.3,-4.4,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-03,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,December,0.0,5.0,9.0,0.0,9.0,11.0,0.0,32.0,31.0,97.0,0.0,0.0,0.0,9.4,5.0,5.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-04,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,December,0.0,3.0,11.0,0.0,6.0,10.0,0.0,23.0,45.0,98.0,0.0,0.0,0.0,13.3,3.3,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-05,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,December,0.0,4.0,7.0,0.0,8.0,11.0,1.0,29.0,38.0,98.0,0.0,0.0,0.0,13.9,5.0,12.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-06,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,December,0.0,10.0,13.0,0.0,3.0,11.0,1.0,38.0,40.0,116.0,1.8,0.0,0.0,20.6,12.2,12.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-07,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,December,0.0,5.0,3.0,2.0,8.0,8.0,0.0,40.0,33.0,99.0,20.3,0.0,0.0,12.8,3.3,4.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-08,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,December,1.0,7.0,10.0,1.0,5.0,8.0,0.0,27.0,17.0,76.0,0.0,0.0,0.0,4.4,-0.6,-0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-09,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,December,0.0,3.0,7.0,0.0,8.0,2.0,4.0,33.0,22.0,79.0,35.1,15.0,0.0,9.4,-1.7,1.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-10,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,December,0.0,3.0,3.0,0.0,3.0,7.0,0.0,24.0,26.0,66.0,0.0,0.0,0.0,9.4,-1.7,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-11,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,December,0.0,5.0,10.0,0.0,8.0,10.0,0.0,49.0,41.0,123.0,0.0,25.0,25.0,6.1,-3.9,-3.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-12,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,December,0.0,4.0,6.0,0.0,4.0,5.0,0.0,32.0,45.0,96.0,0.0,0.0,0.0,6.1,-3.9,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-13,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,December,0.0,3.0,16.0,0.0,8.0,14.0,0.0,37.0,35.0,113.0,0.0,0.0,0.0,1.7,-4.4,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-14,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,December,0.0,5.0,10.0,0.0,11.0,6.0,1.0,46.0,30.0,109.0,0.0,0.0,0.0,5.6,-1.1,1.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-15,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,December,0.0,2.0,4.0,0.0,4.0,8.0,2.0,38.0,28.0,86.0,12.7,0.0,0.0,5.6,-1.1,3.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-16,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,December,0.0,5.0,15.0,0.0,6.0,9.0,0.0,28.0,40.0,103.0,0.0,0.0,0.0,11.1,-1.1,2.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-17,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,December,0.0,7.0,11.0,0.0,3.0,15.0,1.0,30.0,38.0,105.0,0.0,0.0,0.0,3.3,0.6,1.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-18,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,December,0.0,7.0,8.0,0.0,9.0,12.0,0.0,31.0,35.0,102.0,0.0,0.0,0.0,3.9,-0.6,1.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-19,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,December,0.0,7.0,13.0,0.0,5.0,12.0,1.0,37.0,40.0,115.0,0.0,0.0,0.0,5.0,-3.9,1.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-20,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,December,0.0,5.0,11.0,0.0,10.0,7.0,0.0,48.0,44.0,125.0,0.0,0.0,0.0,15.6,1.1,8.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-21,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,December,0.0,16.0,13.0,0.0,7.0,8.0,2.0,35.0,42.0,123.0,0.0,0.0,0.0,15.0,8.3,13.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-22,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,December,0.0,9.0,6.0,1.0,6.0,16.0,3.0,40.0,21.0,102.0,0.0,0.0,0.0,21.7,13.9,21.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-23,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,December,1.0,2.0,16.0,0.0,10.0,11.0,1.0,43.0,47.0,131.0,13.0,0.0,0.0,21.1,17.2,18.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-24,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,December,0.0,6.0,10.0,0.0,5.0,7.0,1.0,21.0,35.0,85.0,10.2,0.0,0.0,19.4,1.1,1.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-25,Christmas Day,False,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,December,0.0,4.0,3.0,0.0,7.0,3.0,0.0,22.0,12.0,51.0,0.0,0.0,0.0,7.8,-5.6,-5.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013-12-26,,True,3237312,3076613,160699,5.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,December,0.0,5.0,1.0,0.0,4.0,8.0,0.0,19.0,32.0,69.0,0.0,0.0,0.0,0.0,-5.6,-2.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
