Date,Holiday,Public,labor force,employment,unemployment,unemployment rate,Area,DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,TOTAL,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
2012-02-02,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,February,0.0,2.0,11.0,1.0,3.0,9.0,0.0,27.0,26.0,79.0,1.3,0.0,0.0,21.7,5.0,9.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-03,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,February,0.0,4.0,11.0,0.0,9.0,14.0,0.0,23.0,42.0,103.0,0.3,0.0,0.0,15.6,0.6,4.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-04,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,February,0.0,12.0,7.0,0.0,11.0,18.0,2.0,38.0,28.0,116.0,0.0,0.0,0.0,13.9,-1.1,2.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-05,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,February,0.0,6.0,2.0,0.0,6.0,12.0,0.0,20.0,21.0,67.0,2.0,0.0,0.0,8.3,1.7,4.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-06,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,February,1.0,3.0,1.0,0.0,6.0,10.0,0.0,23.0,27.0,71.0,0.0,0.0,0.0,8.3,-3.3,-2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-07,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,February,0.0,2.0,9.0,0.0,3.0,6.0,0.0,13.0,36.0,69.0,0.0,0.0,0.0,11.1,-3.3,2.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-08,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,February,1.0,8.0,5.0,0.0,1.0,14.0,0.0,18.0,28.0,75.0,0.0,0.0,0.0,13.9,-1.7,2.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-09,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,February,0.0,5.0,8.0,0.0,10.0,9.0,0.0,22.0,27.0,81.0,2.0,0.0,0.0,7.8,-1.1,1.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-10,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,February,0.0,5.0,8.0,0.0,4.0,4.0,0.0,34.0,36.0,91.0,0.0,0.0,0.0,9.4,-2.8,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-11,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,February,0.0,4.0,4.0,0.0,9.0,6.0,1.0,33.0,30.0,87.0,2.8,0.0,0.0,7.8,0.0,1.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-12,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,February,0.0,4.0,2.0,0.0,12.0,5.0,0.0,17.0,21.0,61.0,0.0,0.0,0.0,7.8,0.0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-13,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,February,0.0,4.0,6.0,0.0,14.0,12.0,1.0,21.0,25.0,83.0,0.0,0.0,0.0,0.6,-5.6,-1.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-14,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,February,0.0,6.0,1.0,1.0,6.0,19.0,1.0,21.0,21.0,76.0,0.0,0.0,0.0,10.6,-2.8,-1.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-15,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,February,0.0,2.0,9.0,2.0,6.0,12.0,0.0,21.0,30.0,82.0,0.0,0.0,0.0,13.3,-1.7,7.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-16,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,February,0.0,3.0,14.0,0.0,5.0,14.0,0.0,17.0,36.0,89.0,0.0,0.0,0.0,13.3,2.2,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-17,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,February,0.0,5.0,5.0,1.0,4.0,8.0,0.0,37.0,41.0,101.0,2.0,0.0,0.0,9.4,3.3,5.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-18,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,February,0.0,9.0,4.0,0.0,4.0,13.0,4.0,34.0,35.0,103.0,0.0,0.0,0.0,11.7,-0.6,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-19,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,February,0.0,4.0,1.0,0.0,5.0,8.0,0.0,18.0,19.0,55.0,0.0,0.0,0.0,15.6,-2.8,3.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-20,Washington's Birthday,False,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,February,0.0,5.0,7.0,0.0,3.0,13.0,0.0,25.0,30.0,83.0,0.0,0.0,0.0,7.2,0.0,1.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-21,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,February,0.0,8.0,10.0,0.0,5.0,16.0,0.0,15.0,25.0,79.0,0.0,0.0,0.0,11.7,-3.3,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-22,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,February,0.0,6.0,9.0,0.0,9.0,19.0,2.0,18.0,34.0,97.0,0.0,0.0,0.0,11.1,0.0,5.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-23,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,February,0.0,6.0,11.0,1.0,5.0,9.0,0.0,25.0,26.0,83.0,0.0,0.0,0.0,17.8,3.9,9.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-24,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,February,0.0,5.0,8.0,0.0,6.0,8.0,0.0,28.0,35.0,90.0,3.3,0.0,0.0,20.0,8.3,9.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-25,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,February,0.0,4.0,2.0,0.0,10.0,7.0,2.0,30.0,20.0,75.0,5.8,0.0,0.0,14.4,3.3,3.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-26,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,February,0.0,8.0,4.0,0.0,7.0,11.0,3.0,24.0,19.0,76.0,0.0,0.0,0.0,8.9,0.6,2.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-27,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,February,0.0,1.0,4.0,0.0,5.0,9.0,0.0,21.0,22.0,62.0,0.0,0.0,0.0,10.6,-2.2,1.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-28,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,February,0.0,5.0,8.0,0.0,6.0,9.0,1.0,19.0,38.0,86.0,0.0,0.0,0.0,18.3,0.6,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-29,,True,3212763,3013008,199755,6.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,February,1.0,5.0,11.0,0.0,4.0,11.0,0.0,17.0,34.0,83.0,0.0,0.0,0.0,15.6,1.1,4.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2012-03-01,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,March,0.0,5.0,7.0,1.0,6.0,4.0,0.0,17.0,28.0,68.0,41.1,0.0,0.0,15.0,3.3,13.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-02,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,March,0.0,6.0,9.0,0.0,7.0,10.0,0.0,25.0,26.0,83.0,0.0,0.0,0.0,22.2,3.3,8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-03,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,March,0.0,2.0,3.0,0.0,5.0,7.0,0.0,22.0,24.0,63.0,47.2,0.0,0.0,23.3,8.9,13.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-04,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,March,0.0,2.0,4.0,1.0,3.0,9.0,0.0,20.0,23.0,62.0,0.5,0.0,0.0,17.2,4.4,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-05,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,March,0.0,3.0,6.0,1.0,3.0,14.0,0.0,22.0,30.0,79.0,0.0,0.0,0.0,10.6,-2.8,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-06,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,March,0.0,4.0,4.0,0.0,5.0,8.0,0.0,17.0,27.0,65.0,0.0,0.0,0.0,8.9,-3.9,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-07,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,March,0.0,6.0,6.0,0.0,6.0,13.0,0.0,22.0,28.0,81.0,0.0,0.0,0.0,9.4,0.6,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-08,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,March,0.0,10.0,7.0,0.0,8.0,4.0,0.0,25.0,17.0,71.0,0.0,0.0,0.0,20.0,5.6,13.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-09,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,March,0.0,7.0,10.0,0.0,11.0,15.0,0.0,24.0,37.0,104.0,0.0,0.0,0.0,24.4,7.8,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-10,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,March,0.0,11.0,7.0,0.0,7.0,12.0,2.0,32.0,35.0,106.0,0.0,0.0,0.0,16.1,0.0,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-11,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,March,0.0,7.0,5.0,0.0,4.0,4.0,0.0,25.0,19.0,64.0,0.0,0.0,0.0,12.2,-1.1,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-12,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,March,0.0,5.0,10.0,0.0,6.0,8.0,2.0,25.0,30.0,86.0,0.0,0.0,0.0,18.9,3.9,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-13,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,March,0.0,6.0,6.0,0.0,5.0,5.0,0.0,20.0,38.0,80.0,0.0,0.0,0.0,22.2,4.4,15.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-14,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,March,0.0,4.0,7.0,0.0,4.0,8.0,0.0,20.0,31.0,74.0,0.0,0.0,0.0,27.8,12.2,13.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-15,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,March,0.0,4.0,11.0,0.0,4.0,5.0,0.0,19.0,34.0,77.0,0.0,0.0,0.0,27.8,10.0,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-16,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,March,0.0,9.0,10.0,1.0,3.0,10.0,1.0,31.0,30.0,95.0,0.0,0.0,0.0,28.3,9.4,11.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-17,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,March,0.0,7.0,6.0,0.0,9.0,18.0,1.0,20.0,21.0,82.0,0.8,0.0,0.0,16.1,7.2,10.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-18,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,March,0.0,4.0,7.0,1.0,7.0,8.0,4.0,28.0,24.0,83.0,0.5,0.0,0.0,25.6,8.9,11.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-19,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,March,0.0,8.0,5.0,0.0,8.0,10.0,0.0,22.0,24.0,77.0,0.0,0.0,0.0,22.2,10.6,12.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-20,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,March,0.0,7.0,10.0,0.0,8.0,9.0,1.0,28.0,21.0,84.0,2.5,0.0,0.0,26.1,11.1,17.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-21,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,March,0.0,6.0,7.0,0.0,4.0,3.0,0.0,17.0,44.0,81.0,0.0,0.0,0.0,23.9,13.9,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-22,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,March,0.0,8.0,11.0,1.0,6.0,14.0,0.0,24.0,27.0,91.0,0.0,0.0,0.0,23.3,13.3,16.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-23,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,March,0.0,6.0,11.0,0.0,4.0,7.0,0.0,25.0,39.0,92.0,0.0,0.0,0.0,26.1,12.8,16.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-24,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,March,0.0,8.0,6.0,0.0,4.0,5.0,1.0,21.0,34.0,79.0,0.0,0.0,0.0,30.6,15.6,15.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-25,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,March,0.0,8.0,6.0,0.0,4.0,7.0,1.0,27.0,15.0,68.0,9.1,0.0,0.0,16.7,11.1,11.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-26,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,March,0.0,7.0,9.0,0.0,7.0,6.0,0.0,24.0,34.0,87.0,0.0,0.0,0.0,16.7,8.9,13.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-27,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,March,0.0,5.0,5.0,0.0,6.0,6.0,1.0,22.0,13.0,58.0,0.0,0.0,0.0,16.7,-0.6,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-28,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,March,0.0,3.0,7.0,0.0,7.0,6.0,0.0,31.0,27.0,81.0,0.0,0.0,0.0,15.6,1.1,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-29,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,March,0.0,2.0,8.0,0.0,4.0,2.0,0.0,24.0,45.0,85.0,0.0,0.0,0.0,23.9,8.3,13.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-30,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,March,0.0,4.0,9.0,0.0,1.0,14.0,0.0,19.0,39.0,86.0,0.0,0.0,0.0,18.9,3.3,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-31,,True,3219410,3028905,190505,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,March,1.0,11.0,3.0,0.0,7.0,12.0,0.0,19.0,33.0,86.0,0.0,0.0,0.0,14.4,6.7,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-04-01,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,April,0.0,2.0,3.0,0.0,12.0,6.0,3.0,19.0,38.0,83.0,0.0,0.0,0.0,18.9,7.8,8.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-02,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,April,0.0,8.0,2.0,0.0,5.0,10.0,1.0,6.0,30.0,62.0,3.3,0.0,0.0,18.9,8.9,8.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-03,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,April,0.0,9.0,7.0,0.0,7.0,11.0,0.0,18.0,33.0,85.0,0.0,0.0,0.0,16.7,2.8,7.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-04,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,April,0.0,6.0,7.0,0.0,8.0,6.0,1.0,24.0,41.0,93.0,0.0,0.0,0.0,23.3,7.8,12.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-05,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,April,0.0,7.0,4.0,0.0,3.0,9.0,1.0,19.0,32.0,75.0,0.0,0.0,0.0,26.1,7.8,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-06,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,April,0.0,9.0,5.0,0.0,3.0,7.0,0.0,26.0,26.0,76.0,0.0,0.0,0.0,26.1,7.8,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-07,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,April,0.0,9.0,5.0,0.0,3.0,7.0,0.0,18.0,26.0,68.0,0.0,0.0,0.0,21.1,5.6,9.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-08,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,April,0.0,5.0,8.0,0.0,9.0,14.0,0.0,17.0,19.0,72.0,0.0,0.0,0.0,22.2,3.3,11.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-09,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,April,0.0,7.0,5.0,0.0,8.0,9.0,0.0,8.0,26.0,63.0,0.0,0.0,0.0,22.2,5.0,12.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-10,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,April,0.0,4.0,5.0,0.0,6.0,3.0,0.0,16.0,29.0,63.0,0.0,0.0,0.0,20.6,5.6,8.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-11,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,April,0.0,3.0,7.0,1.0,3.0,8.0,1.0,12.0,30.0,65.0,0.0,0.0,0.0,20.0,4.4,5.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-12,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,April,0.0,3.0,11.0,0.0,5.0,3.0,0.0,18.0,30.0,70.0,0.0,0.0,0.0,13.3,5.0,7.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-13,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Friday,April,1.0,10.0,11.0,1.0,3.0,10.0,0.0,30.0,39.0,105.0,0.0,0.0,0.0,16.1,5.0,10.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Saturday,April,0.0,12.0,8.0,0.0,7.0,11.0,0.0,22.0,28.0,88.0,0.0,0.0,0.0,21.1,3.9,9.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-15,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Sunday,April,0.0,10.0,6.0,0.0,8.0,19.0,1.0,22.0,31.0,97.0,0.0,0.0,0.0,25.6,9.4,18.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-16,Emancipation Day,False,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Monday,April,0.0,7.0,5.0,0.0,11.0,3.0,1.0,18.0,27.0,72.0,0.0,0.0,0.0,30.0,16.1,20.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-17,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Tuesday,April,1.0,6.0,13.0,1.0,11.0,10.0,1.0,20.0,38.0,101.0,0.0,0.0,0.0,31.7,18.3,21.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-18,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Wednesday,April,0.0,11.0,9.0,1.0,6.0,11.0,0.0,21.0,42.0,101.0,0.0,0.0,0.0,25.6,13.9,14.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012-04-19,,True,3205922,3031891,174031,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",Thursday,April,0.0,11.0,11.0,0.0,5.0,7.0,0.0,17.0,37.0,88.0,2.0,0.0,0.0,15.0,8.9,11.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
