Date,labor force,employment,unemployment,unemployment rate,Area
2012-05-18,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-19,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-20,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-21,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-22,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-23,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-24,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-25,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-26,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-27,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-28,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-29,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-30,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-05-31,3226282,3040907,185375,5.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-01,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-02,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-03,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-04,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-05,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-06,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-07,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-08,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-09,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-10,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-11,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-12,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-13,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-14,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-15,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-16,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-17,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-18,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-19,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-20,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-21,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-22,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-23,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-24,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-25,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-26,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-27,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-28,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-29,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-06-30,3254549,3055116,199433,6.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-01,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-02,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-03,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-04,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-05,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-06,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-07,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-08,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-09,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-10,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-11,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-12,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-13,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-14,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-15,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-16,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-17,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-18,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-19,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-20,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-21,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-22,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-23,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-24,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-25,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-26,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-27,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-28,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-29,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-30,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-07-31,3274717,3076700,198017,6.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-01,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-02,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-03,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-04,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-05,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-06,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-07,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-08,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-09,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-10,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-11,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-12,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-13,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-14,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-15,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-16,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-17,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-18,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-19,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-20,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-21,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-22,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-23,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-24,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-25,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-26,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-27,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-28,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-29,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-30,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-08-31,3236306,3045321,190985,5.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-01,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-02,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-03,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-04,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-05,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-06,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-07,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-08,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-09,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-10,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-11,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-12,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-13,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-14,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-15,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-16,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-17,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-18,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-19,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-20,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-21,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-22,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-23,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-24,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-25,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-26,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-27,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-28,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-29,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-09-30,3241791,3059319,182472,5.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-01,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-02,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-03,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-04,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-05,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-06,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-07,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-08,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-09,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-10,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-11,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-12,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-13,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-14,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-15,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-16,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-17,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-18,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-19,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-20,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-21,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-22,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-23,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-24,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-25,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-26,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-27,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-28,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-29,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-30,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-10-31,3262105,3081118,180987,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-01,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-02,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-03,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-04,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-05,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-06,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-07,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-08,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-09,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-10,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-11,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-12,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-13,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-14,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-15,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-16,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-17,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-18,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-19,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-20,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-21,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-22,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-23,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-24,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-25,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-26,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-27,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-28,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-29,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-11-30,3247386,3072658,174728,5.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-01,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-02,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-03,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-04,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-05,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-06,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-07,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-08,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-09,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-10,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-11,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-12,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-13,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-14,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-15,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-16,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-17,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-18,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-19,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-20,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-21,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-22,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-23,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
2012-12-24,3244959,3067231,177728,5.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area"
