Area,Year,Month,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,6,"3,293,538","3,174,071","119,467",3.6,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,7,"3,288,681","3,165,335","123,346",3.8,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,8,"3,290,718","3,163,837","126,881",3.9,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,9,"3,301,736","3,173,708","128,028",3.9,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,10,"3,328,303","3,195,059","133,244",4,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,11,"3,339,916","3,209,146","130,770",3.9,11,47900
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2016,12,3323626,3204028,119598,3.6,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,1,3336930,3199929,137001,4.1,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,2,3349182,3214154,135028,4.0,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,3,3364759,3237306,127453,3.8,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,4,3356516,3241071,115445,3.4,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,5,3367911,3244506,123405,3.7,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,6,3400046,3265130,134916,4.0,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,7,3421826,3286537,135289,4.0,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,8,3374465,3242915,131550,3.9,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,9,3376763,3253060,123703,3.7,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,10,3373403,3252786,120617,3.6,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,11,3369588,3250455,119133,3.5,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2017,12,3350192,3238654,111538,3.3,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,1,3363762,3237099,126663,3.8,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,2,3389423,3264941,124482,3.7,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,3,3393699,3275767,117932,3.5,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,4,3384044,3280207,103837,3.1,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,5,3395509,3287588,107921,3.2,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,6,3425318,3300865,124453,3.6,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,7,3446576,3327029,119547,3.5,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,8,3383565,3269062,114503,3.4,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,9,3381116,3275580,105536,3.1,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,10,3393284,3288542,104742,3.1,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,11,3385124,3286337,98787,2.9,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2018,12,3375670,3278470,97200,2.9,,
