date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code,DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,TOTAL,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September,Holiday,Public
2013-06-08,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Saturday,June,0.0,9.0,9.0,0.0,6.0,18.0,0.0,21.0,40.0,103.0,20.3,0.0,0.0,22.2,18.9,21.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-09,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Sunday,June,1.0,7.0,6.0,0.0,10.0,14.0,1.0,21.0,34.0,94.0,0.0,0.0,0.0,28.3,17.8,21.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-10,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Monday,June,0.0,6.0,13.0,0.0,6.0,13.0,0.0,30.0,37.0,105.0,15.0,0.0,0.0,28.3,21.1,21.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-11,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Tuesday,June,1.0,10.0,9.0,1.0,2.0,7.0,1.0,15.0,35.0,81.0,47.2,0.0,0.0,27.2,20.0,21.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-12,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Wednesday,June,0.0,12.0,14.0,0.0,6.0,8.0,1.0,28.0,51.0,120.0,0.0,0.0,0.0,29.4,21.1,23.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-13,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Thursday,June,0.0,6.0,6.0,0.0,4.0,6.0,0.0,26.0,33.0,81.0,0.0,0.0,0.0,33.3,22.8,23.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-14,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Friday,June,0.0,6.0,8.0,0.0,8.0,14.0,1.0,32.0,45.0,114.0,10.4,0.0,0.0,31.7,16.1,18.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-15,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Saturday,June,1.0,10.0,4.0,0.0,15.0,14.0,1.0,35.0,39.0,119.0,0.0,0.0,0.0,31.7,18.9,20.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-16,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Sunday,June,0.0,12.0,6.0,0.0,12.0,6.0,3.0,31.0,28.0,98.0,0.0,0.0,0.0,29.4,18.3,23.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-17,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Monday,June,0.0,6.0,11.0,0.0,8.0,7.0,0.0,22.0,50.0,104.0,0.0,0.0,0.0,30.6,22.2,23.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-18,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Tuesday,June,0.0,9.0,7.0,0.0,4.0,12.0,0.0,23.0,38.0,93.0,0.0,0.0,0.0,31.1,22.2,22.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-19,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Wednesday,June,1.0,8.0,16.0,2.0,6.0,14.0,0.0,22.0,45.0,114.0,5.8,0.0,0.0,25.6,18.3,21.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-20,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Thursday,June,0.0,7.0,8.0,0.0,11.0,19.0,1.0,26.0,52.0,124.0,0.0,0.0,0.0,25.6,16.7,21.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-21,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Friday,June,1.0,14.0,13.0,0.0,11.0,9.0,1.0,37.0,53.0,139.0,0.0,0.0,0.0,28.3,14.4,17.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-22,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Saturday,June,0.0,11.0,10.0,2.0,9.0,14.0,2.0,36.0,53.0,137.0,0.0,0.0,0.0,28.9,17.2,17.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-23,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Sunday,June,0.0,6.0,6.0,0.0,11.0,16.0,0.0,40.0,42.0,121.0,0.0,0.0,0.0,30.6,17.2,22.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-24,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Monday,June,0.0,13.0,13.0,1.0,11.0,8.0,0.0,23.0,55.0,124.0,11.7,0.0,0.0,30.0,22.2,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-25,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Tuesday,June,0.0,6.0,10.0,0.0,10.0,14.0,1.0,23.0,50.0,114.0,0.0,0.0,0.0,33.9,21.7,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-26,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Wednesday,June,1.0,8.0,10.0,0.0,8.0,13.0,0.0,31.0,39.0,110.0,1.5,0.0,0.0,34.4,20.6,25.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-27,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Thursday,June,0.0,8.0,15.0,0.0,7.0,5.0,2.0,27.0,44.0,108.0,2.5,0.0,0.0,33.9,21.1,22.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-28,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Friday,June,0.0,8.0,12.0,1.0,9.0,11.0,0.0,36.0,45.0,122.0,6.1,0.0,0.0,30.6,22.2,24.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-29,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Saturday,June,0.0,12.0,10.0,0.0,13.0,14.0,1.0,25.0,37.0,112.0,33.8,0.0,0.0,31.7,20.0,22.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-06-30,6,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,266,898","3,081,520","185,378",5.7,11.0,47900.0,Sunday,June,0.0,13.0,4.0,1.0,5.0,18.0,0.0,34.0,26.0,101.0,0.0,0.0,0.0,31.7,20.6,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2013-07-01,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Monday,July,0.0,6.0,11.0,0.0,7.0,9.0,0.0,22.0,42.0,97.0,5.3,0.0,0.0,31.1,22.8,24.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-02,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Tuesday,July,0.0,3.0,5.0,0.0,12.0,9.0,2.0,27.0,26.0,84.0,16.0,0.0,0.0,31.1,22.8,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-03,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Wednesday,July,0.0,4.0,10.0,1.0,6.0,8.0,1.0,36.0,52.0,118.0,4.1,0.0,0.0,28.9,22.8,23.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-04,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Thursday,July,0.0,11.0,8.0,1.0,9.0,11.0,0.0,21.0,42.0,103.0,6.6,0.0,0.0,31.1,23.3,25.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Independence Day,False
2013-07-05,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Friday,July,0.0,11.0,9.0,0.0,4.0,7.0,1.0,26.0,35.0,93.0,0.0,0.0,0.0,33.3,24.4,26.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-06,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Saturday,July,1.0,4.0,9.0,1.0,9.0,7.0,1.0,19.0,41.0,92.0,0.0,0.0,0.0,32.8,25.0,27.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-07,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Sunday,July,0.0,8.0,6.0,0.0,6.0,10.0,1.0,25.0,38.0,94.0,0.0,0.0,0.0,34.4,24.4,26.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-08,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Monday,July,0.0,4.0,11.0,0.0,8.0,6.0,1.0,24.0,43.0,97.0,3.0,0.0,0.0,33.9,22.2,24.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-09,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Tuesday,July,0.0,10.0,4.0,0.0,6.0,9.0,0.0,24.0,48.0,101.0,2.8,0.0,0.0,31.1,23.3,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-10,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Wednesday,July,0.0,8.0,11.0,0.0,5.0,9.0,0.0,25.0,30.0,88.0,0.8,0.0,0.0,30.6,22.2,25.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-11,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Thursday,July,0.0,8.0,10.0,0.0,8.0,7.0,0.0,22.0,61.0,116.0,1.8,0.0,0.0,32.8,23.3,24.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-12,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Friday,July,0.0,8.0,12.0,0.0,8.0,13.0,1.0,28.0,37.0,107.0,22.6,0.0,0.0,30.6,20.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-13,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Saturday,July,0.0,3.0,9.0,2.0,14.0,16.0,0.0,38.0,40.0,122.0,2.5,0.0,0.0,24.4,20.0,23.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-14,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Sunday,July,0.0,8.0,5.0,0.0,15.0,14.0,1.0,28.0,32.0,103.0,2.0,0.0,0.0,31.7,22.8,25.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-15,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Monday,July,0.0,3.0,12.0,0.0,10.0,6.0,0.0,10.0,43.0,84.0,0.0,0.0,0.0,33.9,23.3,27.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-16,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Tuesday,July,0.0,7.0,16.0,0.0,3.0,10.0,1.0,14.0,37.0,88.0,0.0,0.0,0.0,34.4,26.1,28.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-17,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Wednesday,July,0.0,6.0,11.0,2.0,7.0,9.0,1.0,15.0,30.0,81.0,0.0,0.0,0.0,35.0,25.0,28.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-18,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Thursday,July,0.0,4.0,6.0,0.0,8.0,8.0,0.0,27.0,44.0,97.0,0.0,0.0,0.0,36.1,25.6,28.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-19,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Friday,July,0.0,7.0,15.0,0.0,9.0,7.0,1.0,20.0,31.0,90.0,4.6,0.0,0.0,35.6,25.6,28.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-20,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Saturday,July,0.0,11.0,10.0,3.0,9.0,19.0,0.0,22.0,43.0,117.0,0.0,0.0,0.0,35.6,26.7,27.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-21,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Sunday,July,0.0,12.0,4.0,0.0,6.0,15.0,1.0,25.0,34.0,97.0,0.0,0.0,0.0,34.4,23.9,27.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-22,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Monday,July,0.0,6.0,13.0,0.0,7.0,6.0,1.0,26.0,38.0,97.0,0.0,0.0,0.0,33.3,23.3,25.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-23,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Tuesday,July,0.0,8.0,9.0,0.0,6.0,12.0,0.0,29.0,43.0,107.0,4.1,0.0,0.0,33.3,22.8,24.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-24,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Wednesday,July,0.0,6.0,15.0,0.0,7.0,15.0,1.0,17.0,42.0,103.0,0.0,0.0,0.0,31.1,22.2,25.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-25,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Thursday,July,0.0,9.0,12.0,0.0,13.0,20.0,2.0,24.0,44.0,124.0,0.0,0.0,0.0,31.1,22.2,25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-26,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Friday,July,0.0,9.0,13.0,1.0,14.0,9.0,1.0,21.0,49.0,117.0,0.0,0.0,0.0,28.3,17.2,22.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-27,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Saturday,July,0.0,9.0,9.0,0.0,14.0,16.0,1.0,31.0,43.0,123.0,0.0,0.0,0.0,30.0,20.6,23.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-28,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Sunday,July,0.0,6.0,6.0,0.0,7.0,12.0,2.0,34.0,42.0,109.0,5.6,0.0,0.0,30.0,20.6,23.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-29,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Monday,July,0.0,4.0,10.0,1.0,10.0,11.0,0.0,31.0,38.0,105.0,2.0,0.0,0.0,30.0,18.9,21.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-30,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Tuesday,July,0.0,3.0,13.0,0.0,9.0,13.0,2.0,29.0,49.0,118.0,0.0,0.0,0.0,28.9,16.7,17.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-07-31,7,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,704","3,082,605","182,099",5.6,11.0,47900.0,Wednesday,July,0.0,4.0,7.0,1.0,12.0,19.0,2.0,23.0,44.0,112.0,0.0,0.0,0.0,29.4,17.8,21.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2013-08-01,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Thursday,August,0.0,5.0,12.0,0.0,6.0,9.0,0.0,28.0,40.0,100.0,9.9,0.0,0.0,29.4,19.4,21.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-02,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Friday,August,1.0,5.0,10.0,1.0,12.0,9.0,2.0,15.0,42.0,97.0,2.8,0.0,0.0,28.9,19.4,21.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-03,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Saturday,August,0.0,7.0,7.0,0.0,7.0,24.0,1.0,37.0,40.0,123.0,0.0,0.0,0.0,31.1,20.6,22.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-04,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Sunday,August,0.0,13.0,10.0,0.0,7.0,7.0,2.0,33.0,33.0,105.0,3.0,0.0,0.0,26.7,17.8,21.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-05,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Monday,August,0.0,5.0,11.0,1.0,13.0,8.0,0.0,12.0,27.0,77.0,0.0,0.0,0.0,28.9,13.9,19.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-06,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Tuesday,August,0.0,14.0,7.0,0.0,7.0,13.0,2.0,25.0,34.0,102.0,0.0,0.0,0.0,28.3,18.3,21.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-07,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Wednesday,August,0.0,13.0,8.0,0.0,11.0,9.0,1.0,37.0,36.0,115.0,1.8,0.0,0.0,22.8,21.1,22.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-08,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Thursday,August,0.0,6.0,11.0,1.0,9.0,7.0,0.0,18.0,55.0,107.0,0.0,0.0,0.0,30.0,21.7,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-09,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Friday,August,0.0,7.0,13.0,0.0,12.0,10.0,1.0,40.0,43.0,126.0,0.0,0.0,0.0,31.7,25.0,26.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-10,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Saturday,August,0.0,12.0,11.0,0.0,4.0,6.0,0.0,28.0,44.0,105.0,0.0,0.0,0.0,33.9,25.0,25.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-11,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Sunday,August,1.0,9.0,8.0,0.0,5.0,9.0,1.0,40.0,41.0,114.0,0.0,0.0,0.0,30.0,21.7,22.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-12,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Monday,August,0.0,12.0,12.0,0.0,15.0,11.0,0.0,27.0,38.0,115.0,0.0,0.0,0.0,30.0,20.6,23.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-13,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Tuesday,August,0.0,8.0,10.0,0.0,6.0,10.0,2.0,28.0,45.0,109.0,0.0,0.0,0.0,33.3,23.9,25.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-14,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Wednesday,August,0.0,9.0,8.0,0.0,9.0,4.0,0.0,19.0,42.0,91.0,35.6,0.0,0.0,31.1,16.7,17.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-15,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Thursday,August,0.0,10.0,11.0,0.0,8.0,8.0,1.0,21.0,44.0,103.0,0.0,0.0,0.0,26.7,15.6,18.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-16,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Friday,August,0.0,3.0,14.0,0.0,8.0,11.0,2.0,31.0,47.0,116.0,0.0,0.0,0.0,26.7,16.7,19.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-17,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Saturday,August,0.0,5.0,12.0,1.0,4.0,9.0,2.0,28.0,39.0,100.0,0.0,0.0,0.0,27.2,13.3,16.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-18,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Sunday,August,0.0,8.0,10.0,0.0,12.0,15.0,1.0,26.0,39.0,111.0,2.3,0.0,0.0,27.2,12.8,18.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-19,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Monday,August,0.0,8.0,12.0,0.0,9.0,11.0,1.0,20.0,36.0,97.0,2.8,0.0,0.0,27.2,16.7,19.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2013-08-20,8,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,263,224","3,084,339","178,885",5.5,11.0,47900.0,Tuesday,August,1.0,3.0,8.0,0.0,8.0,8.0,0.0,31.0,34.0,93.0,0.0,0.0,0.0,27.8,18.3,21.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
